"Fix ID","Type","Type name","Family","Page","Page slug","Page ID","Where stored","Current value","Change to","Why","Effort","Renders today","v2 ID","Status","Assigned to","Date fixed","Notes"
"T5-104","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379974 · #78 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-105","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379975 · #79 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-106","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379977 · #81 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-107","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379979 · #83 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-108","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379981 · #85 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-109","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379982 · #86 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-110","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379984 · #88 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-111","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379985 · #89 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-112","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379987 · #91 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-113","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379988 · #92 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-114","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379989 · #93 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-115","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379990 · #94 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-116","5","Data components not set to Force (always re-fetch)","Participation","Participation","/forms/participation","1444280","section 2380070 · #0 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-117","5","Data components not set to Force (always re-fetch)","Participation","Participation","/forms/participation","1444280","section 2380072 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-118","5","Data components not set to Force (always re-fetch)","Participation","edit","/forms/participation/edit","1714399","section 2380076 · #0 · Spreadsheet","fetchMode ""smart"" → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-119","5","Data components not set to Force (always re-fetch)","Participation","edit","/forms/participation/edit","1714399","section 2380078 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-120","5","Data components not set to Force (always re-fetch)","Participation","single_edit","/forms/participation/single_edit","1444306","section 2380064 · #0 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-121","5","Data components not set to Force (always re-fetch)","Participation","single_edit","/forms/participation/single_edit","1444306","section 2380066 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-122","5","Data components not set to Force (always re-fetch)","Participation","view","/forms/participation/view","1714459","section 2378591 · #1 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-123","5","Data components not set to Force (always re-fetch)","Participation","view","/forms/participation/view","1714459","section 2378593 · #3 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-124","5","Data components not set to Force (always re-fetch)","Roles","Roles","/forms/roles","1444244","section 2380273 · #0 · Spreadsheet","fetchMode ""smart"" → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-125","5","Data components not set to Force (always re-fetch)","Roles","Roles","/forms/roles","1444244","section 2380275 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-126","5","Data components not set to Force (always re-fetch)","Roles","edit","/forms/roles/edit","1715553","section 2380372 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-127","5","Data components not set to Force (always re-fetch)","Roles","single_edit","/forms/roles/single_edit","1444252","section 2380089 · #0 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-128","5","Data components not set to Force (always re-fetch)","Roles","single_edit","/forms/roles/single_edit","1444252","section 2380091 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-129","5","Data components not set to Force (always re-fetch)","Roles","view","/forms/roles/view","1715650","section 2380086 · #1 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-130","5","Data components not set to Force (always re-fetch)","Roles","view","/forms/roles/view","1715650","section 2380088 · #3 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-131","5","Data components not set to Force (always re-fetch)","Home","Home","/home","566463","section 2386420 · #22 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","no","—","","","",""
"T5-132","5","Data components not set to Force (always re-fetch)","Home","Home","/home","566463","section 2386427 · #29 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","no","—","","","",""
"T5-133","5","Data components not set to Force (always re-fetch)","Home","Home","/home","566463","section 2386428 · #30 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","no","—","","","",""
"T5-134","5","Data components not set to Force (always re-fetch)","Home","Home","/home","566463","section 2386430 · #32 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","no","—","","","",""
"T5-135","5","Data components not set to Force (always re-fetch)","Home","Home","/home","566463","section 2386431 · #33 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","no","—","","","",""
"T5-136","5","Data components not set to Force (always re-fetch)","Home","Home","/home","566463","section 2386432 · #34 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","no","—","","","",""
"T6-01","6","County and jurisdiction not carried as geoids","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380143 · Card · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-02","6","County and jurisdiction not carried as geoids","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380143 · Card · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-03","6","County and jurisdiction not carried as geoids","Capabilities","view","/forms/capabilities/view","1692121","section 2380130 · Card · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-04","6","County and jurisdiction not carried as geoids","Capabilities","view","/forms/capabilities/view","1692121","section 2380130 · Card · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-05","6","County and jurisdiction not carried as geoids","Hazards of Concern","hazards_of_concern","/forms/hazards_of_concern","1444290","section 2380092 · Spreadsheet · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-06","6","County and jurisdiction not carried as geoids","High Hazard Dams","high_hazard_dams","/forms/high_hazard_dams","1444479","section 2341106 · Spreadsheet · column ""county_name""","surfaces the free-text county column ""county_name""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-07","6","County and jurisdiction not carried as geoids","Jurisdictional Annex Entry","jurisdictional_annex_entry_page","/forms/jurisdictional_annex_entry_page","2334433","section 2379899 · Filter · column ""(data->>'municipality_name') || ' (' || (data->>'municipality_type') || ')' as dhses_name""","surfaces the free-text jurisdiction column ""(data->>'municipality_name') || ' (' || (data->>'municipality_type') || ')' as dhses_name""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-08","6","County and jurisdiction not carried as geoids","Jurisdictional Annex Entry","jurisdictional_annex_entry_page","/forms/jurisdictional_annex_entry_page","2334433","section 2379900 · Card · column ""(data->>'municipality_name') || ' (' || (data->>'municipality_type') || ')' as dhses_name""","surfaces the free-text jurisdiction column ""(data->>'municipality_name') || ' (' || (data->>'municipality_type') || ')' as dhses_name""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-09","6","County and jurisdiction not carried as geoids","Jurisdictional Annex Entry","jurisdictional_annex_entry_page","/forms/jurisdictional_annex_entry_page","2334433","section 2379900 · Card · column ""municipality_name""","surfaces the free-text jurisdiction column ""municipality_name""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-10","6","County and jurisdiction not carried as geoids","Jurisdictional Annex Entry","jurisdictional_annex_entry_page","/forms/jurisdictional_annex_entry_page","2334433","section 2379915 · Spreadsheet · column ""county_name""","surfaces the free-text county column ""county_name""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-11","6","County and jurisdiction not carried as geoids","Jurisdictional Annex Entry","jurisdictional_annex_entry_page","/forms/jurisdictional_annex_entry_page","2334433","section 2379975 · Spreadsheet · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-12","6","County and jurisdiction not carried as geoids","Participation","participation","/forms/participation","1444280","section 2380070 · Spreadsheet · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-13","6","County and jurisdiction not carried as geoids","Participation","participation","/forms/participation","1444280","section 2380070 · Spreadsheet · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-14","6","County and jurisdiction not carried as geoids","Participation","edit","/forms/participation/edit","1714399","section 2380076 · Spreadsheet · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-15","6","County and jurisdiction not carried as geoids","Participation","edit","/forms/participation/edit","1714399","section 2380076 · Spreadsheet · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-16","6","County and jurisdiction not carried as geoids","Roles","single_edit","/forms/roles/single_edit","1444252","section 2380089 · Card · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-17","6","County and jurisdiction not carried as geoids","Roles","single_edit","/forms/roles/single_edit","1444252","section 2380089 · Card · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-18","6","County and jurisdiction not carried as geoids","Roles","view","/forms/roles/view","1715650","section 2380086 · Card · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-19","6","County and jurisdiction not carried as geoids","Roles","view","/forms/roles/view","1715650","section 2380086 · Card · column ""geoid_county""","""geoid_county"" is geoid-backed but carries no mapped_options / meta_lookup, so it renders a raw geoid","add the meta lookup (keyAttribute geoid) so the label resolves","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-20","6","County and jurisdiction not carried as geoids","Roles","view","/forms/roles/view","1715650","section 2380086 · Card · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-21","6","County and jurisdiction not carried as geoids","Home","home","/home","566463","section 2386400 · Card · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","yes","—","","","",""
"T6-22","6","County and jurisdiction not carried as geoids","Home","home","/home","566463","section 2386430 · Card · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","no","—","","","",""
"T6-23","6","County and jurisdiction not carried as geoids","Home","home","/home","566463","section 2386430 · Card · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","no","—","","","",""
"T6-24","6","County and jurisdiction not carried as geoids","Home","home","/home","566463","section 2386431 · Card · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","no","—","","","",""
"T6-25","6","County and jurisdiction not carried as geoids","Home","home","/home","566463","section 2386431 · Card · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","no","—","","","",""
"T6-26","6","County and jurisdiction not carried as geoids","Home","home","/home","566463","section 2386432 · Card · column ""county""","surfaces the free-text county column ""county""","use the geoid-backed county column (geoid_county / county_geoid → DHSES_County_Database.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","no","—","","","",""
"T6-27","6","County and jurisdiction not carried as geoids","Home","home","/home","566463","section 2386432 · Card · column ""jurisdiction""","surfaces the free-text jurisdiction column ""jurisdiction""","use geoid_juris (→ jurisdictions.geoid)","county and jurisdiction should travel as geoids (county → DHSES_County_Database.geoid, jurisdiction → geoid_juris → jurisdictions.geoid); a free-text alias cannot be joined or filtered reliably","column config","no","—","","","",""
"T7-01","7","LHMP_IA text-box permissions on the annex page","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379972 · #76 · ""Progress""","no authPermissions on the section (inherits the page)","set authPermissions {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} on both the draft and published copies","the other eight LHMP_IA boxes carry that grant; this one does not, so it is the only state-template box whose section chrome is ungated on a modal-capable build","section permissions","yes","—","","","",""
"T7-02","7","LHMP_IA text-box permissions on the annex page","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379900 · #4 · ""(untitled)""","restricted to LHMP Template Editor, but reads the Jurisdictions dataset (county-authored)","decide: keep the lock (display-only header) or drop it (county prose the planner must fill in)","a jurisdiction title card, display only — the lock is probably harmless but is inconsistent with the other Jurisdictions boxes","decision","yes","—","","","",""
"T7-03","7","LHMP_IA text-box permissions on the annex page","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379937 · #41 · ""Problem Areas""","restricted to LHMP Template Editor, but reads the Jurisdictions dataset (county-authored)","decide: keep the lock (display-only header) or drop it (county prose the planner must fill in)","Problem Areas is the county planner's own prose box — locking it to template editors keeps the intended author out","decision","yes","—","","","",""
"T7-04","7","LHMP_IA text-box permissions on the annex page","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379948 · #52 · ""Strategy""","authPermissions {""users"":{},""groups"":{}} — an empty object","remove it, or fill it in","sectionMenu treats an empty permissions object as no permissions at all (isEmpty check), so it is a no-op that reads like a restriction","section permissions","no","—","","","",""
"T8-01","8","The county template's doors into the panel","Roles","LHMP_IA row 1478042","source 1441680","1478042","column shmp_component_name_location","/admin/forms/roles/roles_add_new","/admin/forms/roles","roles_add_new was never built; correcting the dataset row fixes every county at once","data edit","yes","T7-02 (still open)","","","",""
"T8-02","8","The county template's doors into the panel","Hazards of Concern","Flooding Dup [1544397]","/the_risk/natural_hazards/flooding_dup","1544397","cached Card rows (2 hits in 2 sections)","/admin/forms/hazards_of_concern/hazards_of_concern_add_new","re-save the Card so it re-pulls the corrected LHMP_IA row","a stale snapshot of an LHMP_IA row that has since been corrected — the last page in the county template still carrying one","re-save","no","T8 (48 hits / 30 pages → 6 hits / 1 page)","","","",""
"T8-03","8","The county template's doors into the panel","Capabilities","Flooding Dup [1544397]","/the_risk/natural_hazards/flooding_dup","1544397","cached Card rows (2 hits in 2 sections)","/admin/forms/capabilities/capabilities_add_new","re-save the Card so it re-pulls the corrected LHMP_IA row","a stale snapshot of an LHMP_IA row that has since been corrected — the last page in the county template still carrying one","re-save","no","T8 (48 hits / 30 pages → 6 hits / 1 page)","","","",""
"T8-04","8","The county template's doors into the panel","Actions","Flooding Dup [1544397]","/the_risk/natural_hazards/flooding_dup","1544397","cached Card rows (2 hits in 2 sections)","/admin/forms/actions/actions_add_new","re-save the Card so it re-pulls the corrected LHMP_IA row","a stale snapshot of an LHMP_IA row that has since been corrected — the last page in the county template still carrying one","re-save","no","T8 (48 hits / 30 pages → 6 hits / 1 page)","","","",""
"T9-01","9","Behaviour found live that the config alone does not explain","Actions","Actions","/forms/actions","1686109","section 2380156 · Spreadsheet · filter leaf county_geoid","the list renders zero rows on every load","make the county filter resolve — the page filter ""geoid"" has useSearchParams:false and an empty stored value, while the leaf filters county_geoid on it","verified live three times (bare, ?geoid=36105, ?geoid_juris=3610534881): headers render, no rows. The same dataset reports 61 actions countywide on the admin Home page, so the data is there. This is the ""intermittent empty Actions table"" carried unresolved from v1 and v2 — it is not intermittent.","filter config","yes","carried, unverified in v1/v2","","","",""
"T9-02","9","Behaviour found live that the config alone does not explain","Actions","Actions","/forms/actions","1686109","section 2380154 · lexical button #1","the button labelled SEARCH navigates to /admin/forms/actions/card","relabel to CARDS, or point SEARCH at the search view","the LIST / SEARCH toggle actually toggles list ↔ cards; verified live from the rendered href","find-and-replace","yes","—","","","",""
"T9-03","9","Behaviour found live that the config alone does not explain","Forms hub","Forms","/forms","1336681","6 family cards","the hub offers Actions, Capabilities, Hazards of Concern, High Hazard Dams, Participation and Roles","add a Jurisdictional Annex Entry card","the annex page is in the sidebar and is the page the county template points at, but nothing in the panel links to it","authoring","yes","—","","","",""
"T9-04","9","Behaviour found live that the config alone does not explain","Roles","Roles","/forms/roles","1444244","Roles list, first rows","rows with an empty COUNTY GEOID and JURISDICTION","backfill or flag the rows missing geo values","observed live on page 1 of 24 (356 rows): three rows carry a name and an agency but no geoid at all, so they belong to no jurisdiction","data edit","yes","—","","","",""
"T6D-01","6","County and jurisdiction not carried as geoids (dataset level)","—","Actions_Revised","source 1029065","1029065","column data->>'geoid_juris' as geoid_formalnamemeta2","meta lookup names the jurisdictions source by its legacy UUID type (477b3e18-2b35-4e98-82f1-feb821ba4fc3) instead of ""jurisdictions""","point metaEnv at mitigat-ny-prod+jurisdictions","dataset-level convention","dataset config","n/a","","","","",""
"T6D-02","6","County and jurisdiction not carried as geoids (dataset level)","—","Hazards_of_Concern","source 1473470","1473470","column data->>'geoid_juris' as geoid_formalnamemeta2","meta lookup names the jurisdictions source by its legacy UUID type (477b3e18-2b35-4e98-82f1-feb821ba4fc3) instead of ""jurisdictions""","point metaEnv at mitigat-ny-prod+jurisdictions","dataset-level convention","dataset config","n/a","","","","",""
"T6D-03","6","County and jurisdiction not carried as geoids (dataset level)","—","Participation","source 1473468","1473468","column data->>'geoid_juris' as geoid_formalnamemeta2","meta lookup names the jurisdictions source by its legacy UUID type (477b3e18-2b35-4e98-82f1-feb821ba4fc3) instead of ""jurisdictions""","point metaEnv at mitigat-ny-prod+jurisdictions","dataset-level convention","dataset config","n/a","","","","",""
"T6D-04","6","County and jurisdiction not carried as geoids (dataset level)","—","Roles","source 1473295","1473295","column data->>'geoid_juris' as geoid_formalnamemeta2","meta lookup names the jurisdictions source by its legacy UUID type (477b3e18-2b35-4e98-82f1-feb821ba4fc3) instead of ""jurisdictions""","point metaEnv at mitigat-ny-prod+jurisdictions","dataset-level convention","dataset config","n/a","","","","",""
